workerid,proliferate.condition,adj1,adj2,label,left_end,object,response,right_end,rt,slide_number_in_experiment,utterance,error
75,condition1,,,,,Margaret,Margaret,,0,1,bot_check,
75,condition1,small,round,earring_small_round,"""small round earring""",earring,[0.09],"""round small earring""",18269,3,,
75,condition1,straight,blond,hair_straight_blonde,"""straight blond hair""",hair,[0.07],"""blond straight hair""",940005,4,,
75,condition1,sad,fat,woman2_sad_fat,"""fat sad woman""",woman,[0.85],"""sad fat woman""",3328,5,,
75,condition1,black,glossy,nails_black_glossy,"""black glossy nails""",nails,[0.57],"""glossy black nails""",4704,6,,
75,condition1,happy,skinny,woman2_happy_skinny,"""happy skinny woman""",woman,[0.2],"""skinny happy woman""",7006,7,,
75,condition1,metal,low,table_metal_low,"""low metal table""",table,[0.85],"""metal low table""",5468,8,,
75,condition1,dry,red,shorts_dry_red,"""dry red shorts""",shorts,[0.49],"""red dry shorts""",6013,9,,
75,condition1,red,glossy,nails_red_glossy,"""red glossy nails""",nails,[0.48],"""glossy red nails""",5400,10,,
75,condition1,mustache-touting,glasses-wearing,man2_mustached_glassed,"""mustache-touting glasses-wearing man""",man,[0.65],"""glasses-wearing mustache-touting man""",8057,11,,
75,condition1,young,bearded,man_young_bearded,"""young bearded man""",man,[0.21],"""bearded young man""",4512,12,,
75,condition1,spotted,red,frog_spotted_red,"""red spotted frog""",frog,[0.76],"""spotted red frog""",4614,13,,
75,condition1,open,wooden,box_open_wood,"""wooden open box""",box,[0.91],"""open wooden box""",5777,14,,
75,condition1,curly,blond,hair_curly_blonde,"""curly blond hair""",hair,[0.53],"""blond curly hair""",4409,15,,
75,condition1,wooden,clean,spoon_wooden_clean,"""wooden clean spoon""",spoon,[0.83],"""clean wooden spoon""",9374,16,,
75,condition1,colored,rectangular,picture_colored_rectangular,"""colored rectangular picture""",picture,[0.79],"""rectangular colored picture""",4897,17,,
75,condition1,straight,brown,hair_straight_brown,"""brown straight hair""",hair,[0.53],"""straight brown hair""",4663,18,,
75,condition1,old,clean-shaven,man_old_cleanshaven,"""clean-shaven old man""",man,[0.26],"""old clean-shaven man""",16217,19,,
75,condition1,spotted,green,frog_spotted_green,"""green spotted frog""",frog,[0.85],"""spotted green frog""",5775,20,,
75,condition1,bearded,hat-wearing,man2_bearded_hatted,"""bearded hat-wearing man""",man,[0.76],"""hat-wearing bearded man""",6903,21,,
75,condition1,wooden,high,table_wood_high,"""wooden high table""",table,[0.74],"""high wooden table""",5545,22,,
75,condition1,black,matte,nails_black_matte,"""matte black nails""",nails,[0.82],"""black matte nails""",24543,23,,
75,condition1,old,happy,woman_old_happy,"""happy old woman""",woman,[0.15],"""old happy woman""",4720,24,,
75,condition1,wet,green,shorts_wet_green,"""green wet shorts""",shorts,[0.82],"""wet green shorts""",5528,25,,
75,condition1,wet,red,shorts_wet_red,"""red wet shorts""",shorts,[0.89],"""wet red shorts""",3296,26,,
75,condition1,bearded,glasses-wearing,man2_bearded_glassed,"""glasses-wearing bearded man""",man,[0.12],"""bearded glasses-wearing man""",5824,27,,
75,condition1,striped,green,frog_striped_green,"""green striped frog""",frog,[0.22],"""striped green frog""",3832,28,,
75,condition1,long,blue,pencil_long_blue,"""long blue pencil""",pencil,[0.22],"""blue long pencil""",3225,29,,
75,condition1,big,triangular,earring_big_triangular,"""big triangular earring""",earring,[0.34],"""triangular big earring""",6384,30,,
75,condition1,closed,wooden,box_closed_wood,"""closed wooden box""",box,[0.18],"""wooden closed box""",6240,31,,
75,condition1,wooden,low,table_wood_low,"""low wooden table""",table,[0.33],"""wooden low table""",3806,32,,
75,condition1,big,round,earring_big_round,"""big round earring""",earring,[0.15],"""round big earring""",3072,33,,
75,condition1,metal,dirty,spoon_metal_dirty,"""dirty metal spoon""",spoon,[0.16],"""metal dirty spoon""",3671,34,,
75,condition1,black and white,square,picture_bw_square,"""square black and white picture""",picture,[0.79],"""black and white square picture""",4128,35,,
75,condition1,happy,fat,woman2_happy_fat,"""happy fat woman""",woman,[0.81],"""fat happy woman""",6775,36,,
75,condition1,colored,square,picture_colored_square,"""square colored picture""",picture,[0.31],"""colored square picture""",9225,37,,
75,condition1,glass,small,bottle_glass_small,"""small glass bottle""",bottle,[0.2],"""glass small bottle""",3816,38,,
75,condition1,plastic,small,bottle_plastic_small,"""small plastic bottle""",bottle,[0.19],"""plastic small bottle""",2808,39,,
75,condition1,wooden,dirty,spoon_wooden_dirty,"""dirty wooden spoon""",spoon,[0.08],"""wooden dirty spoon""",3975,40,,
75,condition1,young,happy,woman_young_happy,"""happy young woman""",woman,[0.49],"""young happy woman""",3719,41,,
75,condition1,metal,clean,spoon_metal_clean,"""clean metal spoon""",spoon,[0.36],"""metal clean spoon""",3584,42,,
75,condition1,small,triangular,earring_small_triangular,"""triangular small earring""",earring,[0.72],"""small triangular earring""",4352,43,,
75,condition1,old,sad,woman_old_sad,"""sad old woman""",woman,[0.2],"""old sad woman""",3583,44,,
75,condition1,dry,green,shorts_dry_green,"""dry green shorts""",shorts,[0.9],"""green dry shorts""",3249,45,,
75,condition1,curly,brown,hair_curly_brown,"""brown curly hair""",hair,[0.5],"""curly brown hair""",3715,46,,
75,condition1,long,black,pencil_long_black,"""long black pencil""",pencil,[0.12],"""black long pencil""",3261,47,,
75,condition1,black and white,rectangular,picture_bw_rectangular,"""rectangular black and white picture""",picture,[0.85],"""black and white rectangular picture""",7151,48,,
75,condition1,short,black,pencil_short_black,"""black short pencil""",pencil,[0.72],"""short black pencil""",3104,49,,
75,condition1,young,sad,woman_young_sad,"""sad young woman""",woman,[0.09],"""young sad woman""",5777,50,,
75,condition1,old,bearded,man_old_bearded,"""old bearded man""",man,[0.45],"""bearded old man""",3326,51,,
75,condition1,closed,cardboard,box_closed_cardboard,"""closed cardboard box""",box,[0.12],"""cardboard closed box""",4520,52,,
75,condition1,short,blue,pencil_short_blue,"""blue short pencil""",pencil,[0.85],"""short blue pencil""",2960,53,,
75,condition1,young,clean-shaven,man_young_cleanshaven,"""young clean-shaven man""",man,[0.91],"""clean-shaven young man""",4210,54,,
75,condition1,metal,high,table_metal_high,"""metal high table""",table,[0.79],"""high metal table""",4285,55,,
75,condition1,sad,skinny,woman2_sad_skinny,"""skinny sad woman""",woman,[0.9],"""sad skinny woman""",3375,56,,
75,condition1,glass,big,bottle_glass_big,"""big glass bottle""",bottle,[0.1],"""glass big bottle""",3633,57,,
75,condition1,plastic,big,bottle_plastic_big,"""big plastic bottle""",bottle,[0.16],"""plastic big bottle""",2104,58,,
75,condition1,mustache-touting,hat-wearing,man2_mustached_hatted,"""hat-wearing mustache-touting man""",man,[0.91],"""mustache-touting hat-wearing man""",6215,59,,
75,condition1,open,cardboard,box_open_cardboard,"""open cardboard box""",box,[0.13],"""cardboard open box""",3932,60,,
75,condition1,red,matte,nails_red_matte,"""red matte nails""",nails,[0.12],"""matte red nails""",4398,61,,
75,condition1,striped,red,frog_striped_red,"""red striped frog""",frog,[0.49],"""striped red frog""",4422,62,,
55,condition1,,,,,Jennifer,Jennifer,,0,1,bot_check,
55,condition1,glass,small,bottle_glass_small,"""small glass bottle""",bottle,[0.02],"""glass small bottle""",9570,3,,
55,condition1,young,happy,woman_young_happy,"""happy young woman""",woman,[0.5],"""young happy woman""",7230,4,,
55,condition1,dry,green,shorts_dry_green,"""dry green shorts""",shorts,[0],"""green dry shorts""",5772,5,,
55,condition1,black,matte,nails_black_matte,"""black matte nails""",nails,[0.96],"""matte black nails""",3427,6,,
55,condition1,straight,brown,hair_straight_brown,"""straight brown hair""",hair,[0.12],"""brown straight hair""",56875,7,,
55,condition1,small,triangular,earring_small_triangular,"""triangular small earring""",earring,[0.93],"""small triangular earring""",5510,8,,
55,condition1,short,black,pencil_short_black,"""black short pencil""",pencil,[0.92],"""short black pencil""",2071,9,,
55,condition1,young,clean-shaven,man_young_cleanshaven,"""clean-shaven young man""",man,[0.5],"""young clean-shaven man""",3534,10,,
55,condition1,straight,blond,hair_straight_blonde,"""straight blond hair""",hair,[0.89],"""blond straight hair""",2294,11,,
55,condition1,metal,clean,spoon_metal_clean,"""metal clean spoon""",spoon,[0.94],"""clean metal spoon""",2413,12,,
55,condition1,big,triangular,earring_big_triangular,"""triangular big earring""",earring,[0.99],"""big triangular earring""",2266,13,,
55,condition1,mustache-touting,glasses-wearing,man2_mustached_glassed,"""glasses-wearing mustache-touting man""",man,[0.05],"""mustache-touting glasses-wearing man""",15935,14,,
55,condition1,glass,big,bottle_glass_big,"""big glass bottle""",bottle,[0.07],"""glass big bottle""",2226,15,,
55,condition1,old,bearded,man_old_bearded,"""old bearded man""",man,[0.04],"""bearded old man""",1928,16,,
55,condition1,curly,brown,hair_curly_brown,"""brown curly hair""",hair,[0.49],"""curly brown hair""",2836,17,,
55,condition1,wooden,dirty,spoon_wooden_dirty,"""wooden dirty spoon""",spoon,[0.89],"""dirty wooden spoon""",10096,18,,
55,condition1,small,round,earring_small_round,"""round small earring""",earring,[0.11],"""small round earring""",50429,19,,
55,condition1,open,wooden,box_open_wood,"""open wooden box""",box,[0.08],"""wooden open box""",3065,20,,
55,condition1,young,bearded,man_young_bearded,"""young bearded man""",man,[0.12],"""bearded young man""",1604,21,,
55,condition1,open,cardboard,box_open_cardboard,"""cardboard open box""",box,[0.91],"""open cardboard box""",1274,22,,
55,condition1,bearded,glasses-wearing,man2_bearded_glassed,"""bearded glasses-wearing man""",man,[0.08],"""glasses-wearing bearded man""",872,23,,
55,condition1,wooden,low,table_wood_low,"""low wooden table""",table,[0.57],"""wooden low table""",968,24,,
55,condition1,curly,blond,hair_curly_blonde,"""blond curly hair""",hair,[0.82],"""curly blond hair""",987,25,,
55,condition1,red,glossy,nails_red_glossy,"""red glossy nails""",nails,[0.78],"""glossy red nails""",1733,26,,
55,condition1,wooden,clean,spoon_wooden_clean,"""clean wooden spoon""",spoon,[0.17],"""wooden clean spoon""",1140,27,,
55,condition1,big,round,earring_big_round,"""big round earring""",earring,[0.81],"""round big earring""",1818,28,,
55,condition1,red,matte,nails_red_matte,"""red matte nails""",nails,[0.83],"""matte red nails""",1643,29,,
55,condition1,wooden,high,table_wood_high,"""wooden high table""",table,[0.09],"""high wooden table""",2051,30,,
55,condition1,striped,red,frog_striped_red,"""striped red frog""",frog,[0.9],"""red striped frog""",2237,31,,
55,condition1,plastic,big,bottle_plastic_big,"""plastic big bottle""",bottle,[0.91],"""big plastic bottle""",3911,32,,
55,condition1,spotted,red,frog_spotted_red,"""spotted red frog""",frog,[0.09],"""red spotted frog""",24567,33,,
55,condition1,colored,square,picture_colored_square,"""square colored picture""",picture,[0.09],"""colored square picture""",6046,34,,
55,condition1,metal,dirty,spoon_metal_dirty,"""metal dirty spoon""",spoon,[0.98],"""dirty metal spoon""",2219,35,,
55,condition1,closed,cardboard,box_closed_cardboard,"""closed cardboard box""",box,[0.04],"""cardboard closed box""",24242,36,,
55,condition1,young,sad,woman_young_sad,"""sad young woman""",woman,[0.96],"""young sad woman""",1737,37,,
55,condition1,metal,low,table_metal_low,"""metal low table""",table,[0.08],"""low metal table""",2408,38,,
55,condition1,mustache-touting,hat-wearing,man2_mustached_hatted,"""mustache-touting hat-wearing man""",man,[0.82],"""hat-wearing mustache-touting man""",1782,39,,
55,condition1,old,sad,woman_old_sad,"""sad old woman""",woman,[0.22],"""old sad woman""",903,40,,
55,condition1,dry,red,shorts_dry_red,"""dry red shorts""",shorts,[0.79],"""red dry shorts""",891,41,,
55,condition1,black and white,rectangular,picture_bw_rectangular,"""black and white rectangular picture""",picture,[0.72],"""rectangular black and white picture""",1137,42,,
55,condition1,closed,wooden,box_closed_wood,"""wooden closed box""",box,[0.32],"""closed wooden box""",607,43,,
55,condition1,old,clean-shaven,man_old_cleanshaven,"""old clean-shaven man""",man,[0.7],"""clean-shaven old man""",823,44,,
55,condition1,short,blue,pencil_short_blue,"""short blue pencil""",pencil,[0.62],"""blue short pencil""",489,45,,
55,condition1,happy,fat,woman2_happy_fat,"""fat happy woman""",woman,[0.24],"""happy fat woman""",592,46,,
55,condition1,plastic,small,bottle_plastic_small,"""plastic small bottle""",bottle,[0.92],"""small plastic bottle""",1433,47,,
55,condition1,long,black,pencil_long_black,"""black long pencil""",pencil,[0.04],"""long black pencil""",1281,48,,
55,condition1,happy,skinny,woman2_happy_skinny,"""skinny happy woman""",woman,[0.88],"""happy skinny woman""",1774,49,,
55,condition1,wet,red,shorts_wet_red,"""wet red shorts""",shorts,[0.93],"""red wet shorts""",2188,50,,
55,condition1,spotted,green,frog_spotted_green,"""green spotted frog""",frog,[0.86],"""spotted green frog""",2824,51,,
55,condition1,old,happy,woman_old_happy,"""happy old woman""",woman,[0.91],"""old happy woman""",1031,52,,
55,condition1,sad,fat,woman2_sad_fat,"""fat sad woman""",woman,[0.11],"""sad fat woman""",984,53,,
55,condition1,striped,green,frog_striped_green,"""green striped frog""",frog,[0.59],"""striped green frog""",573,54,,
55,condition1,bearded,hat-wearing,man2_bearded_hatted,"""hat-wearing bearded man""",man,[0.06],"""bearded hat-wearing man""",1198,55,,
55,condition1,black and white,square,picture_bw_square,"""square black and white picture""",picture,[0.83],"""black and white square picture""",923,56,,
55,condition1,metal,high,table_metal_high,"""high metal table""",table,[0.62],"""metal high table""",987,57,,
55,condition1,black,glossy,nails_black_glossy,"""glossy black nails""",nails,[0.2],"""black glossy nails""",1055,58,,
55,condition1,long,blue,pencil_long_blue,"""blue long pencil""",pencil,[0.84],"""long blue pencil""",1687,59,,
55,condition1,colored,rectangular,picture_colored_rectangular,"""colored rectangular picture""",picture,[0.79],"""rectangular colored picture""",815,60,,
55,condition1,wet,green,shorts_wet_green,"""wet green shorts""",shorts,[0.12],"""green wet shorts""",729,61,,
55,condition1,sad,skinny,woman2_sad_skinny,"""skinny sad woman""",woman,[0.82],"""sad skinny woman""",1322,62,,
69,condition1,,,,,Susan,Susan,,0,1,bot_check,
69,condition1,curly,brown,hair_curly_brown,"""curly brown hair""",hair,[0],"""brown curly hair""",5739,3,,
69,condition1,black,matte,nails_black_matte,"""black matte nails""",nails,[0.1],"""matte black nails""",5944,4,,
69,condition1,big,triangular,earring_big_triangular,"""triangular big earring""",earring,[0.98],"""big triangular earring""",4046,5,,
69,condition1,straight,blond,hair_straight_blonde,"""straight blond hair""",hair,[0.05],"""blond straight hair""",2964,6,,
69,condition1,wet,green,shorts_wet_green,"""green wet shorts""",shorts,[0.97],"""wet green shorts""",2818,7,,
69,condition1,old,clean-shaven,man_old_cleanshaven,"""old clean-shaven man""",man,[0.96],"""clean-shaven old man""",2568,8,,
69,condition1,mustache-touting,glasses-wearing,man2_mustached_glassed,"""glasses-wearing mustache-touting man""",man,[0.04],"""mustache-touting glasses-wearing man""",7270,9,,
