workerid,proliferate.condition,adj1,adj2,label,left_end,left_end_tr,object,response,right_end,right_end_tr,rt,slide_number_in_experiment,trial_type,catch_trials,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.gender,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
968,condition1,sad,fat,woman2_sad_fat,"""fat sad woman""","""şişman mutsuz kadın""",woman,[0.98],"""sad fat woman""","""mutsuz şişman kadın""",18813,42,,[],37,Yes,"Eglenceli bir deneydi, kolay gelsin.",4,1,Male,Turkce,Safari,Mac,1050,1680,8.398716666666667,
968,condition1,open,wooden,box_open_wood,"""wooden open box""","""tahta açık kutu""",box,[0.96],"""open wooden box""","""açık tahta kutu""",6509,43,,[],37,Yes,"Eglenceli bir deneydi, kolay gelsin.",4,1,Male,Turkce,Safari,Mac,1050,1680,8.398716666666667,
968,condition1,mustache-touting,glasses-wearing,man2_mustached_glassed,"""glasses-wearing mustache-touting man""","""gözlüklü bıyıklı adam""",man,[0.98],"""mustache-touting glasses-wearing man""","""bıyıklı gözlüklü adam""",3465,44,,[],37,Yes,"Eglenceli bir deneydi, kolay gelsin.",4,1,Male,Turkce,Safari,Mac,1050,1680,8.398716666666667,
968,condition1,straight,blond,hair_straight_blonde,"""blond straight hair""","""sarı düz saç""",hair,[0.97],"""straight blond hair""","""düz sarı saç""",3481,45,,[],37,Yes,"Eglenceli bir deneydi, kolay gelsin.",4,1,Male,Turkce,Safari,Mac,1050,1680,8.398716666666667,
968,condition1,black and white,square,picture_bw_square,"""square black and white picture""","""kare siyah beyaz resim""",picture,[0.98],"""black and white square picture""","""siyah beyaz kare resim""",6302,46,,[],37,Yes,"Eglenceli bir deneydi, kolay gelsin.",4,1,Male,Turkce,Safari,Mac,1050,1680,8.398716666666667,
968,condition1,curly,brown,hair_curly_brown,"""brown curly hair""","""kahverengi kıvırcık saç""",hair,[0.02],"""curly brown hair""","""kıvırcık kahverengi saç""",5909,47,,[],37,Yes,"Eglenceli bir deneydi, kolay gelsin.",4,1,Male,Turkce,Safari,Mac,1050,1680,8.398716666666667,
968,condition1,closed,cardboard,box_closed_cardboard,"""cardboard closed box""","""karton kapalı kutu""",box,[0.98],"""closed cardboard box""","""kapalı karton kutu""",7148,48,,[],37,Yes,"Eglenceli bir deneydi, kolay gelsin.",4,1,Male,Turkce,Safari,Mac,1050,1680,8.398716666666667,
968,condition1,long,black,pencil_long_black,"""black long pencil""","""siyah uzun kalem""",pencil,[0.99],"""long black pencil""","""uzun siyah kalem""",3092,49,,[],37,Yes,"Eglenceli bir deneydi, kolay gelsin.",4,1,Male,Turkce,Safari,Mac,1050,1680,8.398716666666667,
968,condition1,young,happy,woman_young_happy,"""happy young woman""","""mutlu genç kadın""",woman,[0.97],"""young happy woman""","""genç mutlu kadın""",5675,50,,[],37,Yes,"Eglenceli bir deneydi, kolay gelsin.",4,1,Male,Turkce,Safari,Mac,1050,1680,8.398716666666667,
968,condition1,red,matte,nails_red_matte,"""red matte nails""","""kırmızı mat oje""",nails,[0.98],"""matte red nails""","""mat kırmızı oje""",4795,51,,[],37,Yes,"Eglenceli bir deneydi, kolay gelsin.",4,1,Male,Turkce,Safari,Mac,1050,1680,8.398716666666667,
968,condition1,young,bearded,man_young_bearded,"""young bearded man""","""genç sakallı adam""",man,[0.96],"""bearded young man""","""sakallı genç adam""",3117,52,,[],37,Yes,"Eglenceli bir deneydi, kolay gelsin.",4,1,Male,Turkce,Safari,Mac,1050,1680,8.398716666666667,
968,condition1,dry,red,shorts_dry_red,"""red dry shorts""","""kırmızı kuru şort""",shorts,[0.97],"""dry red shorts""","""kuru kırmızı şort""",5497,53,,[],37,Yes,"Eglenceli bir deneydi, kolay gelsin.",4,1,Male,Turkce,Safari,Mac,1050,1680,8.398716666666667,
968,condition1,wet,red,shorts_wet_red,"""red wet shorts""","""kırmızı ıslak şort""",shorts,[1],"""wet red shorts""","""ıslak kırmızı şort""",9112,54,,[],37,Yes,"Eglenceli bir deneydi, kolay gelsin.",4,1,Male,Turkce,Safari,Mac,1050,1680,8.398716666666667,
968,condition1,happy,fat,woman2_happy_fat,"""happy fat woman""","""mutlu şişman kadın""",woman,[0.96],"""fat happy woman""","""şişman mutlu kadın""",14835,55,,[],37,Yes,"Eglenceli bir deneydi, kolay gelsin.",4,1,Male,Turkce,Safari,Mac,1050,1680,8.398716666666667,
968,condition1,wooden,low,table_wood_low,"""wooden low table""","""tahta alçak masa""",table,[0.98],"""low wooden table""","""alçak tahta masa""",6872,56,,[],37,Yes,"Eglenceli bir deneydi, kolay gelsin.",4,1,Male,Turkce,Safari,Mac,1050,1680,8.398716666666667,
968,condition1,black and white,rectangular,picture_bw_rectangular,"""black and white rectangular picture""","""siyah beyaz dikdörtgen resim""",picture,[0.98],"""rectangular black and white picture""","""dikdörtgen siyah beyaz resim""",5007,57,,[],37,Yes,"Eglenceli bir deneydi, kolay gelsin.",4,1,Male,Turkce,Safari,Mac,1050,1680,8.398716666666667,
968,condition1,metal,clean,spoon_metal_clean,"""metal clean spoon""","""metal temiz kaşık""",spoon,[0.96],"""clean metal spoon""","""temiz metal kaşık""",5952,58,,[],37,Yes,"Eglenceli bir deneydi, kolay gelsin.",4,1,Male,Turkce,Safari,Mac,1050,1680,8.398716666666667,
968,condition1,wooden,dirty,spoon_wooden_dirty,"""wooden dirty spoon""","""tahta kirli kaşık""",spoon,[0.98],"""dirty wooden spoon""","""kirli tahta kaşık""",5410,59,,[],37,Yes,"Eglenceli bir deneydi, kolay gelsin.",4,1,Male,Turkce,Safari,Mac,1050,1680,8.398716666666667,
968,condition1,wooden,clean,spoon_wooden_clean,"""clean wooden spoon""","""temiz tahta kaşık""",spoon,[0.02],"""wooden clean spoon""","""tahta temiz kaşık""",4445,60,,[],37,Yes,"Eglenceli bir deneydi, kolay gelsin.",4,1,Male,Turkce,Safari,Mac,1050,1680,8.398716666666667,
968,condition1,old,happy,woman_old_happy,"""old happy woman""","""yaşlı mutlu kadın""",woman,[0.97],"""happy old woman""","""mutlu yaşlı kadın""",3891,61,,[],37,Yes,"Eglenceli bir deneydi, kolay gelsin.",4,1,Male,Turkce,Safari,Mac,1050,1680,8.398716666666667,
968,condition1,closed,wooden,box_closed_wood,"""closed wooden box""","""kapalı tahta kutu""",box,[0.01],"""wooden closed box""","""tahta kapalı kutu""",8216,62,,[],37,Yes,"Eglenceli bir deneydi, kolay gelsin.",4,1,Male,Turkce,Safari,Mac,1050,1680,8.398716666666667,
971,condition1,,,,,,beyaz,beyaz,,,0,1,bot_check,[],21,Yes,Size bir tavsiyem (for future studies); deney uzundu ve control amacli soru sormadiniz. Bu size dezavantaj yapar... ,2,1,Female,Hollandaca,Chrome,Windows,720,1280,22.074983333333332,
971,condition1,small,round,earring_small_round,"""small round earring""","""küçük yuvarlak küpe""",earring,[0.36],"""round small earring""","""yuvarlak küçük küpe""",20803,3,,[],21,Yes,Size bir tavsiyem (for future studies); deney uzundu ve control amacli soru sormadiniz. Bu size dezavantaj yapar... ,2,1,Female,Hollandaca,Chrome,Windows,720,1280,22.074983333333332,
971,condition1,old,bearded,man_old_bearded,"""old bearded man""","""yaşlı sakallı adam""",man,[0.72],"""bearded old man""","""sakallı yaşlı adam""",17500,4,,[],21,Yes,Size bir tavsiyem (for future studies); deney uzundu ve control amacli soru sormadiniz. Bu size dezavantaj yapar... ,2,1,Female,Hollandaca,Chrome,Windows,720,1280,22.074983333333332,
971,condition1,wooden,high,table_wood_high,"""wooden high table""","""tahta yüksek masa""",table,[0.85],"""high wooden table""","""yüksek tahta masa""",8594,5,,[],21,Yes,Size bir tavsiyem (for future studies); deney uzundu ve control amacli soru sormadiniz. Bu size dezavantaj yapar... ,2,1,Female,Hollandaca,Chrome,Windows,720,1280,22.074983333333332,
971,condition1,closed,cardboard,box_closed_cardboard,"""cardboard closed box""","""karton kapalı kutu""",box,[0.98],"""closed cardboard box""","""kapalı karton kutu""",8841,6,,[],21,Yes,Size bir tavsiyem (for future studies); deney uzundu ve control amacli soru sormadiniz. Bu size dezavantaj yapar... ,2,1,Female,Hollandaca,Chrome,Windows,720,1280,22.074983333333332,
971,condition1,straight,brown,hair_straight_brown,"""straight brown hair""","""düz kahverengi saç""",hair,[0.9],"""brown straight hair""","""kahverengi düz saç""",11716,7,,[],21,Yes,Size bir tavsiyem (for future studies); deney uzundu ve control amacli soru sormadiniz. Bu size dezavantaj yapar... ,2,1,Female,Hollandaca,Chrome,Windows,720,1280,22.074983333333332,
971,condition1,bearded,hat-wearing,man2_bearded_hatted,"""bearded hat-wearing man""","""sakallı şapkalı adam""",man,[0.21],"""hat-wearing bearded man""","""şapkalı sakallı adam""",16153,8,,[],21,Yes,Size bir tavsiyem (for future studies); deney uzundu ve control amacli soru sormadiniz. Bu size dezavantaj yapar... ,2,1,Female,Hollandaca,Chrome,Windows,720,1280,22.074983333333332,
971,condition1,sad,skinny,woman2_sad_skinny,"""skinny sad woman""","""zayıf mutsuz kadın""",woman,[0.85],"""sad skinny woman""","""mutsuz zayıf kadın""",5636,9,,[],21,Yes,Size bir tavsiyem (for future studies); deney uzundu ve control amacli soru sormadiniz. Bu size dezavantaj yapar... ,2,1,Female,Hollandaca,Chrome,Windows,720,1280,22.074983333333332,
971,condition1,spotted,green,frog_spotted_green,"""spotted green frog""","""benekli yeşil kurbağa""",frog,[0.3],"""green spotted frog""","""yeşil benekli kurbağa""",9868,10,,[],21,Yes,Size bir tavsiyem (for future studies); deney uzundu ve control amacli soru sormadiniz. Bu size dezavantaj yapar... ,2,1,Female,Hollandaca,Chrome,Windows,720,1280,22.074983333333332,
971,condition1,wooden,dirty,spoon_wooden_dirty,"""dirty wooden spoon""","""kirli tahta kaşık""",spoon,[0.01],"""wooden dirty spoon""","""tahta kirli kaşık""",9323,11,,[],21,Yes,Size bir tavsiyem (for future studies); deney uzundu ve control amacli soru sormadiniz. Bu size dezavantaj yapar... ,2,1,Female,Hollandaca,Chrome,Windows,720,1280,22.074983333333332,
971,condition1,big,triangular,earring_big_triangular,"""triangular big earring""","""üçgen büyük küpe""",earring,[0.97],"""big triangular earring""","""büyük üçgen küpe""",11132,12,,[],21,Yes,Size bir tavsiyem (for future studies); deney uzundu ve control amacli soru sormadiniz. Bu size dezavantaj yapar... ,2,1,Female,Hollandaca,Chrome,Windows,720,1280,22.074983333333332,
971,condition1,curly,brown,hair_curly_brown,"""brown curly hair""","""kahverengi kıvırcık saç""",hair,[0.99],"""curly brown hair""","""kıvırcık kahverengi saç""",8076,13,,[],21,Yes,Size bir tavsiyem (for future studies); deney uzundu ve control amacli soru sormadiniz. Bu size dezavantaj yapar... ,2,1,Female,Hollandaca,Chrome,Windows,720,1280,22.074983333333332,
971,condition1,mustache-touting,hat-wearing,man2_mustached_hatted,"""hat-wearing mustache-touting man""","""şapkalı bıyıklı adam""",man,[0.27],"""mustache-touting hat-wearing man""","""bıyıklı şapkalı adam""",17168,14,,[],21,Yes,Size bir tavsiyem (for future studies); deney uzundu ve control amacli soru sormadiniz. Bu size dezavantaj yapar... ,2,1,Female,Hollandaca,Chrome,Windows,720,1280,22.074983333333332,
971,condition1,open,wooden,box_open_wood,"""open wooden box""","""açık tahta kutu""",box,[0.02],"""wooden open box""","""tahta açık kutu""",5908,15,,[],21,Yes,Size bir tavsiyem (for future studies); deney uzundu ve control amacli soru sormadiniz. Bu size dezavantaj yapar... ,2,1,Female,Hollandaca,Chrome,Windows,720,1280,22.074983333333332,
971,condition1,dry,green,shorts_dry_green,"""dry green shorts""","""kuru yeşil şort""",shorts,[0.04],"""green dry shorts""","""yeşil kuru şort""",6451,16,,[],21,Yes,Size bir tavsiyem (for future studies); deney uzundu ve control amacli soru sormadiniz. Bu size dezavantaj yapar... ,2,1,Female,Hollandaca,Chrome,Windows,720,1280,22.074983333333332,
971,condition1,metal,high,table_metal_high,"""high metal table""","""yüksek metal masa""",table,[0.01],"""metal high table""","""metal yüksek masa""",44542,17,,[],21,Yes,Size bir tavsiyem (for future studies); deney uzundu ve control amacli soru sormadiniz. Bu size dezavantaj yapar... ,2,1,Female,Hollandaca,Chrome,Windows,720,1280,22.074983333333332,
971,condition1,wooden,low,table_wood_low,"""low wooden table""","""alçak tahta masa""",table,[0],"""wooden low table""","""tahta alçak masa""",6114,18,,[],21,Yes,Size bir tavsiyem (for future studies); deney uzundu ve control amacli soru sormadiniz. Bu size dezavantaj yapar... ,2,1,Female,Hollandaca,Chrome,Windows,720,1280,22.074983333333332,
971,condition1,happy,fat,woman2_happy_fat,"""fat happy woman""","""şişman mutlu kadın""",woman,[0.96],"""happy fat woman""","""mutlu şişman kadın""",12005,19,,[],21,Yes,Size bir tavsiyem (for future studies); deney uzundu ve control amacli soru sormadiniz. Bu size dezavantaj yapar... ,2,1,Female,Hollandaca,Chrome,Windows,720,1280,22.074983333333332,
971,condition1,plastic,big,bottle_plastic_big,"""big plastic bottle""","""büyük plastik şişe""",bottle,[0.01],"""plastic big bottle""","""plastik büyük şişe""",6849,20,,[],21,Yes,Size bir tavsiyem (for future studies); deney uzundu ve control amacli soru sormadiniz. Bu size dezavantaj yapar... ,2,1,Female,Hollandaca,Chrome,Windows,720,1280,22.074983333333332,
971,condition1,happy,skinny,woman2_happy_skinny,"""happy skinny woman""","""mutlu zayıf kadın""",woman,[0.01],"""skinny happy woman""","""zayıf mutlu kadın""",15900,21,,[],21,Yes,Size bir tavsiyem (for future studies); deney uzundu ve control amacli soru sormadiniz. Bu size dezavantaj yapar... ,2,1,Female,Hollandaca,Chrome,Windows,720,1280,22.074983333333332,
971,condition1,glass,small,bottle_glass_small,"""glass small bottle""","""cam küçük şişe""",bottle,[0.98],"""small glass bottle""","""küçük cam şişe""",6943,22,,[],21,Yes,Size bir tavsiyem (for future studies); deney uzundu ve control amacli soru sormadiniz. Bu size dezavantaj yapar... ,2,1,Female,Hollandaca,Chrome,Windows,720,1280,22.074983333333332,
971,condition1,striped,green,frog_striped_green,"""striped green frog""","""çizgili yeşil kurbağa""",frog,[0.99],"""green striped frog""","""yeşil çizgili kurbağa""",7985,23,,[],21,Yes,Size bir tavsiyem (for future studies); deney uzundu ve control amacli soru sormadiniz. Bu size dezavantaj yapar... ,2,1,Female,Hollandaca,Chrome,Windows,720,1280,22.074983333333332,
971,condition1,black and white,rectangular,picture_bw_rectangular,"""black and white rectangular picture""","""siyah beyaz dikdörtgen resim""",picture,[0.99],"""rectangular black and white picture""","""dikdörtgen siyah beyaz resim""",24506,24,,[],21,Yes,Size bir tavsiyem (for future studies); deney uzundu ve control amacli soru sormadiniz. Bu size dezavantaj yapar... ,2,1,Female,Hollandaca,Chrome,Windows,720,1280,22.074983333333332,
971,condition1,closed,wooden,box_closed_wood,"""closed wooden box""","""kapalı tahta kutu""",box,[0.03],"""wooden closed box""","""tahta kapalı kutu""",5309,25,,[],21,Yes,Size bir tavsiyem (for future studies); deney uzundu ve control amacli soru sormadiniz. Bu size dezavantaj yapar... ,2,1,Female,Hollandaca,Chrome,Windows,720,1280,22.074983333333332,
971,condition1,young,sad,woman_young_sad,"""young sad woman""","""genç mutsuz kadın""",woman,[0.96],"""sad young woman""","""mutsuz genç kadın""",6365,26,,[],21,Yes,Size bir tavsiyem (for future studies); deney uzundu ve control amacli soru sormadiniz. Bu size dezavantaj yapar... ,2,1,Female,Hollandaca,Chrome,Windows,720,1280,22.074983333333332,
971,condition1,old,sad,woman_old_sad,"""old sad woman""","""yaşlı mutsuz kadın""",woman,[0.98],"""sad old woman""","""mutsuz yaşlı kadın""",13347,27,,[],21,Yes,Size bir tavsiyem (for future studies); deney uzundu ve control amacli soru sormadiniz. Bu size dezavantaj yapar... ,2,1,Female,Hollandaca,Chrome,Windows,720,1280,22.074983333333332,
971,condition1,old,happy,woman_old_happy,"""old happy woman""","""yaşlı mutlu kadın""",woman,[0.98],"""happy old woman""","""mutlu yaşlı kadın""",7144,28,,[],21,Yes,Size bir tavsiyem (for future studies); deney uzundu ve control amacli soru sormadiniz. Bu size dezavantaj yapar... ,2,1,Female,Hollandaca,Chrome,Windows,720,1280,22.074983333333332,
971,condition1,short,blue,pencil_short_blue,"""blue short pencil""","""mavi kısa kalem""",pencil,[0.99],"""short blue pencil""","""kısa mavi kalem""",7491,29,,[],21,Yes,Size bir tavsiyem (for future studies); deney uzundu ve control amacli soru sormadiniz. Bu size dezavantaj yapar... ,2,1,Female,Hollandaca,Chrome,Windows,720,1280,22.074983333333332,
971,condition1,long,black,pencil_long_black,"""long black pencil""","""uzun siyah kalem""",pencil,[0.02],"""black long pencil""","""siyah uzun kalem""",103860,30,,[],21,Yes,Size bir tavsiyem (for future studies); deney uzundu ve control amacli soru sormadiniz. Bu size dezavantaj yapar... ,2,1,Female,Hollandaca,Chrome,Windows,720,1280,22.074983333333332,
971,condition1,black,glossy,nails_black_glossy,"""glossy black nails""","""parlak siyah oje""",nails,[0.04],"""black glossy nails""","""siyah parlak oje""",5856,31,,[],21,Yes,Size bir tavsiyem (for future studies); deney uzundu ve control amacli soru sormadiniz. Bu size dezavantaj yapar... ,2,1,Female,Hollandaca,Chrome,Windows,720,1280,22.074983333333332,
971,condition1,curly,blond,hair_curly_blonde,"""blond curly hair""","""sarı kıvırcık saç""",hair,[0.96],"""curly blond hair""","""kıvırcık sarı saç""",4499,32,,[],21,Yes,Size bir tavsiyem (for future studies); deney uzundu ve control amacli soru sormadiniz. Bu size dezavantaj yapar... ,2,1,Female,Hollandaca,Chrome,Windows,720,1280,22.074983333333332,
971,condition1,black,matte,nails_black_matte,"""black matte nails""","""siyah mat oje""",nails,[0.04],"""matte black nails""","""mat siyah oje""",4771,33,,[],21,Yes,Size bir tavsiyem (for future studies); deney uzundu ve control amacli soru sormadiniz. Bu size dezavantaj yapar... ,2,1,Female,Hollandaca,Chrome,Windows,720,1280,22.074983333333332,
971,condition1,red,matte,nails_red_matte,"""matte red nails""","""mat kırmızı oje""",nails,[0.97],"""red matte nails""","""kırmızı mat oje""",5603,34,,[],21,Yes,Size bir tavsiyem (for future studies); deney uzundu ve control amacli soru sormadiniz. Bu size dezavantaj yapar... ,2,1,Female,Hollandaca,Chrome,Windows,720,1280,22.074983333333332,
971,condition1,sad,fat,woman2_sad_fat,"""sad fat woman""","""mutsuz şişman kadın""",woman,[0.02],"""fat sad woman""","""şişman mutsuz kadın""",5297,35,,[],21,Yes,Size bir tavsiyem (for future studies); deney uzundu ve control amacli soru sormadiniz. Bu size dezavantaj yapar... ,2,1,Female,Hollandaca,Chrome,Windows,720,1280,22.074983333333332,
971,condition1,metal,clean,spoon_metal_clean,"""clean metal spoon""","""temiz metal kaşık""",spoon,[0.01],"""metal clean spoon""","""metal temiz kaşık""",7595,36,,[],21,Yes,Size bir tavsiyem (for future studies); deney uzundu ve control amacli soru sormadiniz. Bu size dezavantaj yapar... ,2,1,Female,Hollandaca,Chrome,Windows,720,1280,22.074983333333332,
